DATE,Deposits_Billions
31/12/2014,10470.2406
07/01/2015,10503.2036
14/01/2015,10503.5464
21/01/2015,10511.6144
28/01/2015,10539.7802
04/02/2015,10581.1336
11/02/2015,10591.2887
18/02/2015,10618.8037
25/02/2015,10667.5588
04/03/2015,10658.7518
11/03/2015,10665.6702
18/03/2015,10657.3347
25/03/2015,10673.8161
01/04/2015,10728.4829
08/04/2015,10679.7533
15/04/2015,10699.9662
22/04/2015,10651.399
29/04/2015,10655.4666
06/05/2015,10657.0126
13/05/2015,10726.7454
20/05/2015,10692.4903
27/05/2015,10734.1539
03/06/2015,10711.2029
10/06/2015,10713.7323
17/06/2015,10740.9474
24/06/2015,10783.2096
01/07/2015,10780.7313
08/07/2015,10765.0615
15/07/2015,10793.1262
22/07/2015,10814.1766
29/07/2015,10763.9093
05/08/2015,10799.9959
12/08/2015,10812.9257
19/08/2015,10839.0842
26/08/2015,10883.666
02/09/2015,10859.5023
09/09/2015,10873.8238
16/09/2015,10855.5399
23/09/2015,10862.0785
30/09/2015,10873.9199
07/10/2015,10881.2068
14/10/2015,10893.8801
21/10/2015,10929.5904
28/10/2015,10952.646
04/11/2015,10971.9974
11/11/2015,10966.5797
18/11/2015,10942.8659
25/11/2015,10977.343
02/12/2015,10932.4664
09/12/2015,10949.7865
16/12/2015,10924.0988
23/12/2015,10950.265
30/12/2015,10871.6989
06/01/2016,10948.1126
13/01/2016,10949.881
20/01/2016,10959.1622
27/01/2016,10968.1714
03/02/2016,10984.4475
10/02/2016,10997.7814
17/02/2016,11026.5664
24/02/2016,11025.8445
02/03/2016,11061.5207
09/03/2016,11078.4547
16/03/2016,11072.5708
23/03/2016,11123.3197
30/03/2016,11085.3942
06/04/2016,11122.9735
13/04/2016,11150.8288
20/04/2016,11165.3024
27/04/2016,11143.0368
04/05/2016,11187.7421
11/05/2016,11183.2818
18/05/2016,11173.4493
25/05/2016,11200.1277
01/06/2016,11226.9258
08/06/2016,11265.7065
15/06/2016,11287.5513
22/06/2016,11266.5464
29/06/2016,11250.5544
06/07/2016,11283.8929
13/07/2016,11280.3606
20/07/2016,11274.2579
27/07/2016,11284.0745
03/08/2016,11353.1252
10/08/2016,11350.1679
17/08/2016,11394.1947
24/08/2016,11383.9039
31/08/2016,11374.2861
07/09/2016,11387.8768
14/09/2016,11421.9727
21/09/2016,11357.6721
28/09/2016,11350.9951
05/10/2016,11370.5703
12/10/2016,11369.8148
19/10/2016,11365.5057
26/10/2016,11400.2703
02/11/2016,11389.893
09/11/2016,11416.6497
16/11/2016,11437.585
23/11/2016,11426.881
30/11/2016,11426.7145
07/12/2016,11438.1669
14/12/2016,11471.4494
21/12/2016,11459.5198
28/12/2016,11485.7745
04/01/2017,11532.6227
11/01/2017,11502.7452
18/01/2017,11539.3562
25/01/2017,11518.5628
01/02/2017,11582.1643
08/02/2017,11548.1322
15/02/2017,11579.094
22/02/2017,11554.6456
01/03/2017,11610.3207
08/03/2017,11590.3515
15/03/2017,11656.4091
22/03/2017,11646.7944
29/03/2017,11623.0075
05/04/2017,11657.6381
12/04/2017,11665.7949
19/04/2017,11676.6533
26/04/2017,11669.3791
03/05/2017,11676.3202
10/05/2017,11705.6377
17/05/2017,11724.6752
24/05/2017,11747.4653
31/05/2017,11743.3055
07/06/2017,11731.5402
14/06/2017,11720.3406
21/06/2017,11721.9691
28/06/2017,11711.6286
05/07/2017,11764.6317
12/07/2017,11749.4597
19/07/2017,11766.5344
26/07/2017,11803.4206
02/08/2017,11805.4416
09/08/2017,11804.1758
16/08/2017,11830.5111
23/08/2017,11831.8191
30/08/2017,11814.6071
06/09/2017,11853.7534
13/09/2017,11861.1724
20/09/2017,11873.5963
27/09/2017,11874.0952
04/10/2017,11939.5646
11/10/2017,11947.0088
18/10/2017,11900.1168
25/10/2017,11948.791
01/11/2017,11985.2578
08/11/2017,11950.9319
15/11/2017,11953.8588
22/11/2017,11952.6949
29/11/2017,11912.948
06/12/2017,11967.5425
13/12/2017,11959.3142
20/12/2017,11956.7074
27/12/2017,11959.2188
03/01/2018,11971.8528
10/01/2018,11962.5791
17/01/2018,11993.6591
24/01/2018,11990.4164
31/01/2018,12028.082
07/02/2018,11972.0557
14/02/2018,11970.641
21/02/2018,11956.4394
28/02/2018,12030.8566
07/03/2018,11986.5388
14/03/2018,12011.0643
21/03/2018,11962.1233
28/03/2018,12037.5902
04/04/2018,12070.5896
11/04/2018,12084.4291
18/04/2018,12081.6643
25/04/2018,12097.0675
02/05/2018,12075.6293
09/05/2018,12101.5568
16/05/2018,12084.6801
23/05/2018,12132.1146
30/05/2018,12148.363
06/06/2018,12150.2414
13/06/2018,12153.7846
20/06/2018,12165.5959
27/06/2018,12183.2785
04/07/2018,12217.8643
11/07/2018,12187.2123
18/07/2018,12176.2187
25/07/2018,12229.8528
01/08/2018,12239.9864
08/08/2018,12218.1295
15/08/2018,12243.0441
22/08/2018,12238.1111
29/08/2018,12223.4296
05/09/2018,12234.7022
12/09/2018,12232.756
19/09/2018,12262.2206
26/09/2018,12309.6564
03/10/2018,12299.2119
10/10/2018,12313.5604
17/10/2018,12287.0719
24/10/2018,12312.6537
31/10/2018,12305.5746
07/11/2018,12261.3861
14/11/2018,12276.1821
21/11/2018,12280.0364
28/11/2018,12301.979
05/12/2018,12378.122
12/12/2018,12329.8991
19/12/2018,12373.539
26/12/2018,12451.723
02/01/2019,12462.2495
09/01/2019,12464.8095
16/01/2019,12440.0871
23/01/2019,12504.7733
30/01/2019,12459.7988
06/02/2019,12511.0615
13/02/2019,12488.5638
20/02/2019,12499.8507
27/02/2019,12514.9179
06/03/2019,12543.9107
13/03/2019,12532.2151
20/03/2019,12568.0557
27/03/2019,12617.369
03/04/2019,12618.0538
10/04/2019,12615.8115
17/04/2019,12609.9346
24/04/2019,12625.1387
01/05/2019,12678.8139
08/05/2019,12659.2629
15/05/2019,12719.1473
22/05/2019,12668.3003
29/05/2019,12678.6737
05/06/2019,12722.4639
12/06/2019,12745.1983
19/06/2019,12769.6878
26/06/2019,12819.2567
03/07/2019,12796.3851
10/07/2019,12747.4629
17/07/2019,12777.5273
24/07/2019,12809.3637
31/07/2019,12829.2227
07/08/2019,12837.7832
14/08/2019,12821.5054
21/08/2019,12820.2442
28/08/2019,12850.3823
04/09/2019,12896.6359
11/09/2019,12866.6079
18/09/2019,12907.6915
25/09/2019,12978.333
02/10/2019,13040.1478
09/10/2019,13035.4928
16/10/2019,13063.7883
23/10/2019,13063.0388
30/10/2019,13036.6856
06/11/2019,13093.4703
13/11/2019,13133.3496
20/11/2019,13142.4692
27/11/2019,13179.7746
04/12/2019,13162.2008
11/12/2019,13190.6212
18/12/2019,13186.4375
25/12/2019,13189.6499
01/01/2020,13192.8353
08/01/2020,13257.3631
15/01/2020,13296.5771
22/01/2020,13293.6698
29/01/2020,13285.0225
05/02/2020,13328.646
12/02/2020,13330.0723
19/02/2020,13370.1668
26/02/2020,13344.9201
04/03/2020,13438.5692
11/03/2020,13475.6127
18/03/2020,13756.2526
25/03/2020,14122.8924
01/04/2020,14271.3167
08/04/2020,14257.7077
15/04/2020,14627.3287
22/04/2020,14874.6878
29/04/2020,15010.1416
06/05/2020,15182.2426
13/05/2020,15270.0432
20/05/2020,15324.6733
27/05/2020,15362.3356
03/06/2020,15367.936
10/06/2020,15447.8389
17/06/2020,15523.1507
24/06/2020,15583.7164
01/07/2020,15556.5842
08/07/2020,15588.2042
15/07/2020,15597.7675
22/07/2020,15499.8203
29/07/2020,15454.1737
05/08/2020,15514.8452
12/08/2020,15526.8605
19/08/2020,15546.2855
26/08/2020,15556.1247
02/09/2020,15595.5183
09/09/2020,15650.3092
16/09/2020,15725.7374
23/09/2020,15714.0226
30/09/2020,15686.5479
07/10/2020,15686.2981
14/10/2020,15788.4582
21/10/2020,15785.8479
28/10/2020,15825.6552
04/11/2020,15872.3501
11/11/2020,15872.0008
18/11/2020,15891.7174
25/11/2020,15970.6225
02/12/2020,15956.9376
09/12/2020,15981.6141
16/12/2020,16015.0687
23/12/2020,16013.0266
30/12/2020,16059.4053
06/01/2021,16108.3593
13/01/2021,16151.9811
20/01/2021,16157.3116
27/01/2021,16255.6284
03/02/2021,16282.6522
10/02/2021,16329.0061
17/02/2021,16417.6251
24/02/2021,16389.1166
03/03/2021,16450.3815
10/03/2021,16516.0492
17/03/2021,16701.6674
24/03/2021,16734.8028
31/03/2021,16741.4646
07/04/2021,16793.7155
14/04/2021,16886.3
21/04/2021,16897.1075
28/04/2021,16983.7254
05/05/2021,17067.4253
12/05/2021,17124.482
19/05/2021,17107.9597
26/05/2021,17075.9458
02/06/2021,17086.5423
09/06/2021,17194.3766
16/06/2021,17140.2771
23/06/2021,17127.2968
30/06/2021,17079.7211
07/07/2021,17143.532
14/07/2021,17216.9273
21/07/2021,17280.4025
28/07/2021,17277.808
04/08/2021,17292.2049
11/08/2021,17341.8965
18/08/2021,17406.6771
25/08/2021,17459.0284
01/09/2021,17504.354
08/09/2021,17478.753
15/09/2021,17553.506
22/09/2021,17525.012
29/09/2021,17550.1743
06/10/2021,17587.4797
13/10/2021,17603.4566
20/10/2021,17660.3518
27/10/2021,17701.7021
03/11/2021,17723.0214
10/11/2021,17754.8659
17/11/2021,17791.9455
24/11/2021,17836.2282
01/12/2021,17870.7742
08/12/2021,17856.4191
15/12/2021,17894.6877
22/12/2021,17927.5919
29/12/2021,17885.7139
05/01/2022,17936.6472
12/01/2022,17957.6019
19/01/2022,18007.1282
26/01/2022,18004.3448
02/02/2022,17999.3272
09/02/2022,18026.7123
16/02/2022,18006.407
23/02/2022,18055.6534
02/03/2022,18058.5192
09/03/2022,18057.4011
16/03/2022,18071.9732
23/03/2022,18089.5637
30/03/2022,18135.29
06/04/2022,18162.8239
13/04/2022,18203.97
20/04/2022,18095.6067
27/04/2022,18133.5057
04/05/2022,18136.8227
11/05/2022,18087.0078
18/05/2022,18096.4815
25/05/2022,18144.6147
01/06/2022,18113.1679
08/06/2022,18062.5273
15/06/2022,18040.0774
22/06/2022,18090.519
29/06/2022,18043.2889
06/07/2022,18017.5554
13/07/2022,18046.6679
20/07/2022,18056.2912
27/07/2022,18118.9567
03/08/2022,18027.6803
10/08/2022,18052.5283
17/08/2022,18050.3349
24/08/2022,18067.0696
31/08/2022,18022.6788
07/09/2022,17953.6005
14/09/2022,17964.5515
21/09/2022,17949.9295
28/09/2022,17899.728
05/10/2022,17814.6622
12/10/2022,17788.4257
19/10/2022,17763.5502
26/10/2022,17794.5496
02/11/2022,17713.7335
09/11/2022,17722.4825
16/11/2022,17725.4076
23/11/2022,17739.2402
30/11/2022,17669.8726
07/12/2022,17746.7053
14/12/2022,17738.534
21/12/2022,17755.7713
28/12/2022,17724.6784
04/01/2023,17736.8739
11/01/2023,17681.1705
18/01/2023,17715.8179
25/01/2023,17723.972
01/02/2023,17711.5676
08/02/2023,17665.217
15/02/2023,17670.7628
22/02/2023,17637.8185
01/03/2023,17615.5606
08/03/2023,17553.7135
15/03/2023,17422.0554
22/03/2023,17321.2691
29/03/2023,17284.4704
05/04/2023,17293.9924
12/04/2023,17233.7198
19/04/2023,17259.2128
26/04/2023,17232.5176
03/05/2023,17248.6067
10/05/2023,17231.5045
17/05/2023,17250.2203
24/05/2023,17304.8954
31/05/2023,17338.6638
07/06/2023,17284.5146
14/06/2023,17301.162
21/06/2023,17338.9774
28/06/2023,17342.8772
05/07/2023,17371.1462
12/07/2023,17309.1112
19/07/2023,17345.3152
26/07/2023,17347.592
02/08/2023,17363.2836
09/08/2023,17346.9242
16/08/2023,17305.931
23/08/2023,17335.3728
30/08/2023,17274.0507
06/09/2023,17297.5356
13/09/2023,17286.983
20/09/2023,17335.3933
27/09/2023,17374.8687
04/10/2023,17362.4389
11/10/2023,17353.6147
18/10/2023,17270.7462
25/10/2023,17321.5939
01/11/2023,17351.3
08/11/2023,17302.0011
15/11/2023,17338.6099
22/11/2023,17338.7986
29/11/2023,17284.5841
06/12/2023,17312.1618
13/12/2023,17323.2766
20/12/2023,17396.7384
27/12/2023,17421.1495
03/01/2024,17398.5224
10/01/2024,17387.1203
17/01/2024,17438.5365
